SYMBOL,BM_1 ,BM_2 ,BM_3,UC_1 ,UC_2 ,UC_3 
B4GALT4,1616.057427,4423.110728,9296.593692,15393.69921,7137.885355,12334.05911
BABAM1,4951.032125,7976.047724,8014.071941,17603.10414,26263.08753,6089.992001
BAG2,289489.7536,311985.0056,378752.2479,450002.3098,378628.268,562954.1517
BAG3,170613.6782,187536.2619,182597.8835,400654.2389,308815.5167,293753.7282
BAG6,13974.23029,20202.04539,16505.81256,98598.04494,87611.31053,105592.226
BAIAP2,10586.65852,7657.492768,5209.618754,41804.67499,30443.85967,33816.01202
BANF1,123023.569,170103.3269,166074.1009,141895.2317,72749.29593,98519.55375
BARGIN,11841.15725,11670.73579,27241.34349,64154.2895,49902.66056,53699.74517
BASP1,155957.7221,86246.93954,116845.2441,608473.5431,527098.9232,499383.2866
BAX,93099.35338,128536.7696,141376.7846,35125.36472,68053.90796,55713.80403
BAZ1B,5854.47219,2133.424749,4358.520456,5178.745706,5940.418242,17014.19733
BCAP31,143561.2895,208564.924,274966.7705,266294.4001,147631.685,170527.0948
BCAR3,5710.207614,758.1111992,3886.56784,9972.764779,10301.13819,11183.9009
BCAT1,176559.4517,260209.2091,215511.2722,1909708.608,1443827.77,849575.0591
BCAT2,16427.72357,21250.21751,12523.96709,35080.75589,23887.26246,13718.32049
BCCIP,45981.74196,40642.55362,43339.55713,77472.36118,67608.90605,77369.89273
BCKDHB,22317.56212,3777.835245,21400.1511,40797.13226,21633.0812,3488.72708
BCL10,12994.95721,14025.76973,18459.65788,44381.56078,42989.13884,49197.51702
BCL2L13,7745.496732,7177.338895,9639.021608,16260.61571,16698.05751,13530.26893
BCLAF1,20854.25706,23781.34312,23295.24277,46711.06022,45852.98438,59611.94084
BCS1L,4531.684211,5623.939841,3490.527798,6660.819362,2396.592902,4436.344861
BDH2,81848.21361,60907.88274,80677.51785,229033.3971,108121.8179,177177.009
BGN,69616.22869,83828.2754,64176.92336,34715.88949,56027.21296,30347.89691
BICC1,7742.961663,10255.31564,19469.34327,18824.93402,18426.28069,10186.11005
BID,2621.157337,1386.616027,1836.371653,1147.45473,3718.601748,727.8947782
BIN1,24621.5833,35560.5843,55884.99375,114043.7347,86751.14444,56535.12067
BIN3,18917.40882,16389.85576,11434.86248,77826.57787,21385.37115,23870.79401
BIRC6,19652.14293,21217.58197,14659.62636,56560.13751,43253.32587,49499.30838
BLMH,103782.4753,142456.7292,127610.5498,226566.1998,161054.0021,107044.465
BLOC1S1,19110.8442,20160.40881,10327.98775,15147.61401,9666.631918,34454.31073
BLOC1S5,17907.38558,5342.526022,19598.16856,35913.40961,27769.0227,11099.98531
BLVRA,176692.6065,174994.3862,253561.2107,343945.819,278411.0774,310302.1641
BLVRB,67856.16124,91949.65851,105857.0664,66673.16272,92910.77062,95475.27527
BMI1,14807.71497,22043.76832,27295.79649,39882.01953,31715.81848,39275.38383
BMS1,17779.39487,20746.05789,32630.15051,79475.77045,99356.09638,117979.2252
BNIP1,39328.81146,5503.42977,56985.14345,76090.4335,59034.04266,64617.55147
BOLA2,13989.52869,3921.758167,18361.11374,18623.55588,22660.39465,30003.99438
BOP1,14248.81157,11662.50912,17941.98428,28835.50283,26729.50658,30846.33838
BPGM,41302.83829,35862.48014,78144.94927,58283.69514,7361.358383,67875.10167
BPHL,25787.66529,105877.8623,108183.7179,4189.531559,39133.46512,46827.49809
BPNT1,59524.60573,79370.21798,161479.9555,172879.1302,99367.56285,107860.4774
BPNT2,118765.4611,90424.22856,93897.7145,198707.4789,166564.56,170781.3043
BRAT1,5820.555605,12276.0707,6416.283955,23219.68692,19198.37858,25495.84363
BRCC3,5039.898971,9918.870978,3968.208774,4762.961671,1186.935405,2796.367496
BRIX1,31258.24114,40069.76735,42745.87705,93104.03948,69603.31258,114428.6902
BSDC1,32145.97134,39710.60372,7385.389814,64509.02146,62043.57258,71862.40757
BSG,294153.4819,330985.9054,380764.3392,387837.0847,121056.9057,251555.8973
BST1,140794.7775,224666.7148,260479.5187,104190.6058,42309.12251,12516.60967
BST2,3347.571542,14791.21906,30541.80561,3004.057023,6787.191184,18149.13334
BTAF1,11439.81291,12068.74158,702.9135465,17854.29559,13769.71904,13013.88701
BTBD1,721.517279,1118.987275,1268.513927,17682.76651,29146.47284,20983.44737
BTF3,29242.77493,27005.3138,24424.94006,34699.79132,30353.76654,28839.56161
BTF3L4,14221.46645,20005.99473,17859.17439,15734.44027,7426.089662,17047.23857
BTN2A1,12507.23071,8252.502464,6940.13728,23970.46965,22175.69815,3021.246231
BUB3,93229.97015,106544.781,109110.618,305741.1356,238729.6179,344840.7738
BUD31,2964.325455,1129.764042,9632.675979,27338.16976,28347.88379,33494.91953
BYSL,9023.560603,678.3968876,2553.866174,11171.72994,11054.07132,12887.2151
BZW1,414824.3141,494092.758,606767.6265,2215260.69,1860932.075,2267872.225
BZW2,17982.29063,31555.05727,25719.73187,128484.41,107612.2659,128670.5494
C11orf54,34331.7159,47368.99382,34906.95107,65024.74615,28237.36318,30155.50821
C11orf68,197864.1582,156028.4884,218628.3551,102345.8031,101838.7753,118613.0534
C11orf98,49131.97879,52309.50036,54502.45439,230649.9624,158961.4377,229865.2072
C12orf57,18181.98018,8835.169887,41514.91943,65188.0135,75281.23224,87778.46748
C17orf75,10709.14858,3436.745258,8450.799411,3069.502915,1891.597159,2866.80032
C19orf25,10409.47061,3029.074554,7985.042453,11793.00118,1219.545337,18126.6981
C1GALT1C1,4120.596769,3067.90053,758.1617047,8278.502292,5510.421192,5173.131814
C1orf122,5457.108033,11693.15964,18005.86902,17602.62136,20077.26257,20681.08825
C1orf198,17987.27597,21979.59649,44924.77734,19105.55012,13930.8467,11054.76496
C1QBP,62104.79333,51725.24868,63100.41523,115409.0264,103865.2544,136901.7741
C1R,1333.685652,2863.006923,15104.06971,1741.657725,2147.094617,8480.118176
C20orf27,2120.877289,12783.03148,14896.31895,60212.90809,71657.70224,62564.63387
C2orf76,935.6933182,2518.324738,3805.22237,12531.06447,13751.99171,13086.83237
C3,145775.9686,127226.5112,156895.0746,437549.8256,311081.3518,351398.6352
C4A,19233.86431,5242.043362,31915.30455,98934.66953,103205.2563,99321.74692
C6,1528.578968,71430.52038,52969.27628,3050.133945,2491.43127,29655.34703
C6orf89,1336.741603,1906.631052,2937.755397,2498.604096,1025.844602,2506.63364
C8B,3463.137691,2444.966279,5236.28748,5525.237617,3715.210535,5661.160468
C8orf33,618.5015991,640.0510036,1557.638991,8352.702004,3892.438193,9628.990586
C9,5831.72823,3436.146146,13796.46876,9037.030175,18267.85938,3022.981545
C9orf64,81958.12993,76607.48929,56375.92309,96799.73827,86392.4909,104490.7539
CA12,40858.23011,24529.4022,21714.64374,25824.61433,14358.08917,12477.13417
CAB39,57546.89567,83165.48629,101126.334,110084.0656,101641.4171,86126.61072
CACNA2D1,35221.18708,24865.42963,63469.17202,181755.7193,69983.86506,42618.94047
CACYBP,149147.9678,119677.5255,139154.1685,706482.7124,667611.1209,823458.8061
CAD,131812.75,101753.9204,131203.5184,747919.7664,438944.824,545086.5564
CALB2,1258.280544,1516.300431,3454.941677,5626.762551,1428.53214,9567.183127
CALCOCO2,15008.33855,8913.80665,24645.06918,53360.17682,25227.76609,31913.34398
CALD1,6388112.214,4498285.294,7981081.912,4843288.859,4484655.219,3919377.792
CALHM5,23022.30432,29965.94407,65286.71184,44443.00004,40619.7821,46564.77947
CALM3,2075456.957,1629911.755,2335624.096,6023611.275,3259520.824,6098158.897
CALR,3590372.837,2875064.449,3511586.834,4814804.256,4938772.526,5789726.973
CALU,3764882.641,1805221.558,2899703.976,1125756.626,878810.8502,933842.1296
CAMK1,17625.68577,16926.0896,21025.05665,15534.79163,14847.28635,18802.55333
CAMK2D,52482.49437,94199.87814,117428.9119,51644.14073,46690.25169,42327.64697
CAND1,635832.7529,683641.2558,498704.9037,718175.2446,610624.826,1145967.815
CANX,626175.9449,634308.0872,609685.4653,1322583.087,1017222.374,1168366.52
CAP1,1125819.256,1035200.453,1239841.325,2486967.457,1610817.828,1713694.921
CAP2,55729.95351,87820.62556,108577.1556,128690.1059,136086.3762,70839.69044
CAPG,86008.59415,72743.47497,107799.6722,69094.67528,91967.08385,118300.6235
CAPN1,554445.3748,450115.4672,687025.9297,879875.2786,782903.617,670604.7429
CAPN2,604082.0715,586507.1106,521591.0076,1240341.57,1140032.22,916391.728
CAPN5,2144.783846,1639.412873,1465.462165,848.0082341,5181.674885,5451.249283
CAPN7,20821.42505,20384.72642,29467.04828,43424.88807,22873.472,42176.45473
CAPNS1,147863.654,92276.40745,120880.4029,47801.74694,62517.78834,31689.69182
CAPRIN1,417179.9945,319249.5201,368584.6533,938651.5396,694620.7933,904801.2337
CAPZA1,447377.6328,300020.2848,418681.1765,426803.064,354463.4818,393609.7996
CAPZA2,177618.3465,116304.0124,170270.7423,171523.9676,128671.2353,117286.04
CAPZB,307027.9622,383304.5119,470150.4193,234917.6409,159079.9816,233614.2713
CARD19,6864.107424,9690.413111,8859.307543,19574.66061,1686.642164,15580.15502
CARHSP1,53508.8096,36097.78612,41211.23725,55016.47612,35370.76178,73854.93273
CARM1,153225.4244,145757.051,230348.4445,554825.4358,386435.9997,489906.5122
CARMIL1,4082.456166,7988.675617,12663.79514,14068.15662,5662.719497,24125.89521
CARNMT1,14554.33153,10348.39838,21574.05902,31844.6655,24815.75061,36406.42334
CARS1,242775.7037,225841.3445,351828.0731,239416.2866,171900.3272,161856.2554
CASK,21374.97622,13025.77039,18485.2222,65656.18434,32473.94361,46647.58611
CASP1,11024.9199,18870.38995,22327.22686,71160.7621,44302.55831,83032.44413
CASP3,27051.23135,32647.92514,38492.74175,31279.1141,29580.75379,31939.65816
CASP4,4359.472498,914.094282,7176.127849,20213.89972,14569.62164,16444.7563
CASP6,5377.752835,3915.097655,14019.83467,25629.04946,11288.59802,21083.66348
CASP7,27500.70394,16746.84951,25763.66954,19770.77354,5743.225824,25209.13392
CASP8,9242.361658,21073.3504,28146.34104,34039.41691,18114.12316,39381.9225
CAST,258111.5213,237013.7211,245928.4959,282238.0865,242672.0133,325574.879
CAT,131383.7046,125279.6015,226391.8888,162882.7109,115412.2238,164307.7358
CAV1,946462.5121,661353.9843,1349621.772,372033.5091,402182.7473,312878.9454
CAV2,42337.75696,19803.29081,37672.62243,10493.96018,12139.29344,7540.019917
CAVIN1,728354.208,530018.8755,743902.7291,313959.2577,233885.74,311632.2442
CAVIN3,181951.561,137788.5423,235512.4549,225790.8284,187102.3236,212263.7838
CBFB,14586.07691,27209.10827,25336.5123,48329.63474,3812.678596,69924.11325
CBL,8984.036489,19731.37218,11374.00788,37284.25311,57682.92793,53673.04161
CBR1,261516.181,354510.2267,432950.0885,368804.0813,397097.6656,412228.2897
CBR3,62599.6314,86507.56913,121860.7341,142456.1827,122071.0618,159406.2527
CBS,70576.7626,37324.4974,36885.83366,227603.8824,163068.6377,218343.6061
CBX1,13384.0413,14159.75196,16531.07915,7940.740261,6994.740055,8934.091032
CBX3,5312.697225,7822.393043,4614.906679,11792.38417,10827.98672,12162.21316
CC2D1A,33583.45723,41440.181,52080.09871,85802.84664,49028.89664,49819.49932
CC2D1B,18024.82714,17243.89093,18772.1199,43544.07432,46709.67842,47382.18526
CCAR1,69919.69454,71282.40351,77230.96171,118747.2434,79373.85054,131103.6997
CCAR2,124178.2387,111052.1841,153756.8087,232255.372,204518.1487,299328.7875
CCDC124,5343.800783,33785.31317,31616.80956,25328.65181,36138.55029,44369.80323
CCDC22,41980.28749,26464.2335,42020.11557,58087.402,40750.53999,51263.01468
CCDC47,51059.4017,99496.3446,119555.0729,198199.188,164700.2359,184684.5955
CCDC50,50047.21254,37579.49885,25840.31748,44668.25501,32887.83167,38862.56917
CCDC58,32032.90079,35782.53916,36053.06022,100798.9655,72047.91916,108217.2242
CCDC6,23886.87986,11980.19411,32100.14971,60557.26459,30284.2663,56048.37076
CCDC80,25265.38446,18422.07564,25110.55925,38077.27169,18518.49262,58168.47254
CCDC86,28634.95354,16283.57532,29820.99654,151718.0732,99430.60507,141463.8637
CCDC9B,3548.027383,4285.334007,1362.053192,8160.434386,7135.714358,5400.333706
CCN1,99471.32238,99076.77635,141645.0956,363703.6254,513404.4748,375694.221
CCN2,163346.2814,224956.2018,340771.139,244536.1855,287234.066,190675.6456
CCS,21685.33498,1430.100159,62545.5983,27263.54733,44574.54789,26886.39589
CCT2,727672.2687,758974.0033,902480.7671,1626894.651,1166893.195,1162028.189
CCT3,817253.3897,947549.1686,920265.902,2271133.949,2021713.359,2639794.506
CCT4,881204.7147,850328.7293,1086298.576,2743893.623,2009538.214,2007645.129
CCT5,587966.123,670552.7487,746537.5768,1155989.228,883248.7193,1020762.19
CCT6A,442063.7588,344873.5719,553981.0272,1615565.981,1327909.065,1507889.282
CCT7,537759.3999,556205.1036,696445.5163,2267189.053,2044017.781,2360374.171
CCT8,517109.1112,492218.2514,632459.5508,1636619.46,1562051.935,1618764.397
CD109,14473.72853,5496.273857,2311.565532,60619.94164,30615.07616,60968.11865
CD276,11974.46496,36523.17839,20817.00339,69093.46963,69743.68256,52254.00351
CD2AP,69742.76655,117891.5564,124040.848,121148.7514,118690.7506,224043.5189
CD2BP2,29758.53138,33279.41917,33574.35391,111529.25,111653.8849,149358.7857
CD44,109242.0873,128261.3073,182915.6889,184475.1646,238295.2984,214453.0081
CD46,19166.2517,3871.314807,18216.08609,41647.12676,44177.21063,38734.46882
CD55,34092.26484,16568.42649,17219.18788,77976.76906,73796.51152,185302.904
CD59,92557.33286,47291.68022,97435.09807,397876.3888,567117.3804,465719.9792
CD63,575575.8092,634100.1604,967927.3477,2687865.814,2227605.672,2579991.916
CD68,43550.49181,38577.66332,64104.75826,63411.31025,61033.16675,68470.17738
CD81,79401.68403,30104.14444,65510.72959,100204.9039,87380.10592,23280.95449
CD9,1805.420543,1720.520628,3676.372233,105585.5474,110646.8956,93443.51695
CD99L2,19335.89576,7935.905,17853.48047,8977.245276,11907.56147,12338.90668
CDC123,59604.50283,54646.45731,121220.2188,197111.3042,148840.9289,177244.6534
CDC16,5186.268216,25779.67628,22296.56364,56481.47665,3408.810136,52942.05397
CDC23,9154.375885,18864.19781,26510.14067,38187.90743,19224.7706,20731.48722
CDC37,281045.8673,284987.1866,387670.0903,920727.5079,831720.4122,914319.722
CDC42,420458.3993,356522.6727,382145.8034,113171.156,135280.8162,83059.86406
CDC42BPA,4031.86005,2298.1528,12179.57151,15996.89761,25843.40812,18429.67736
CDC42BPB,8679.179128,6660.689419,15051.52236,43185.28714,10982.16383,30716.95277
CDC42EP3,54213.23138,55613.17128,65894.1403,59513.84505,48370.07162,21262.92367
CDC5L,90584.33582,52710.99834,49138.88705,113185.9491,82368.82741,147210.537
CDC73,13004.61224,19123.9679,15592.15355,43404.70923,34020.48047,36476.89328
CDCP1,95237.96137,94741.3284,235801.7537,62829.3084,154322.1945,124063.0946
CDH11,9803.998984,3702.419611,8390.838324,36961.57063,19733.09842,41067.82015
CDH13,6671.10349,10597.75462,15574.46423,35787.00641,23056.80445,46726.30021
CDH2,44003.45599,31428.23148,23519.38905,160027.3497,99308.21309,98159.90655
CDIPT,89545.53611,168929.2686,182344.0478,198158.1978,115380.2017,129136.2154
CDK1,28960.03707,16871.76677,9867.661978,31961.71971,13914.23168,47815.84177
CDK11B,16212.74503,26924.69769,15660.24041,49178.58221,47746.52952,47800.51083
CDK2,5065.888933,9472.647097,7362.170318,29253.92477,24534.77694,34060.04943
CDK4,26513.9534,18968.80131,15476.18468,44886.48698,72904.00872,41287.33972
CDK5,10909.86277,19251.1251,20396.38082,37031.76264,57599.62828,61856.7869
CDK5RAP1,258.7226427,1197.094819,358.9377051,6927.120278,6018.529891,8371.706649
CDK5RAP3,56985.59836,74039.46033,97967.61548,151203.5457,100092.3872,119627.1951
CDK6,5912.775249,9674.689374,9294.67731,21460.44001,478.4992025,4243.38987
CDKN1A,359.1458986,1075.539774,372.111092,2251.790044,2237.061012,2286.194523
CDKN2A,28385.23494,35385.86368,17370.31003,126237.6747,109290.1822,34315.42285
CDKN2AIP,359.1033617,4371.060157,2686.091433,23587.65318,3702.057595,19906.12883
CDV3,61541.68064,53657.8399,19869.22628,190821.9481,165743.2854,157501.6579
CEBPZ,12710.35552,24578.59535,9626.291042,20179.09324,388.7059808,1913.461848
CELF1,4465.574022,26355.48426,36503.25364,36995.6211,10540.33575,39659.30508
CEMIP,72031.01319,36592.94391,63834.41427,23198.48047,20481.45502,6201.728704
CEMIP2,104065.429,76234.47539,52950.29293,299580.7321,241538.5045,222670.7169
CEND1,601.5255669,1157.654304,1177.053054,5549.108412,1787.460759,9517.038984
CENPV,11654.48972,629.0142362,3645.955901,28248.76636,24357.69938,27796.78572
CEP170,44180.38937,46413.0918,29345.95505,255745.9464,257747.5785,266009.9915
CEP350,2477.578057,1202.716731,4875.343723,4109.68772,538.1498051,12410.97143
CEP41,5045.768338,2906.690727,3008.997298,7650.834511,12006.54706,14102.25919
CEP43,5508.801677,10861.03866,35592.63323,16793.73983,17274.00443,761.08527
CEPT1,104085.1683,52559.51133,113668.8253,136166.2672,77812.02538,95032.94666
CERCAM,85635.25595,51028.28952,129371.9913,122213.2546,76313.68456,81036.52557
CERS2,36654.89185,26078.35831,33079.20021,92951.78536,50517.06799,71136.05061
CETN2,10260.27861,6132.892625,6355.616212,3771.415789,7753.258683,9562.699101
CFAP20,26722.81362,16349.3096,5230.003658,52101.23703,48416.55513,54104.50269
CFDP1,15106.6043,13348.43173,15530.48711,33628.59386,31328.97408,58253.23916
CFL1,2844800.018,2312112.27,2237267.412,1636124.385,938870.8611,1363191.073
CFL2,96966.5099,71372.23018,88445.58029,31723.48418,31009.9036,26275.44292
CHAMP1,23830.20765,10005.6264,17409.52997,39318.96055,27263.56448,50041.76293
CHCHD2,15815.79895,6902.847186,8113.086134,17915.13013,22400.15051,28785.74159
CHCHD3,62102.25345,51224.88798,76186.09381,82272.79043,60688.13951,65696.25979
CHD1L,9501.386308,12632.30157,2986.626541,4642.161841,29323.80572,21958.77652
CHD2,314.7079204,2816.322081,5863.432878,23418.73273,23343.04093,26563.79067
CHD4,13900.88126,23673.974,13712.11002,47915.29001,45046.86531,47355.65186
CHERP,12674.42689,16052.51584,19479.43181,21105.18313,1945.724886,31664.59758
CHID1,10591.22775,8020.473935,13990.29046,8204.401586,264.9203392,4257.101131
CHMP2B,4731.822302,7567.212599,11502.71067,23286.59614,32685.49373,26894.70561
CHMP4B,78471.17899,75926.15279,91516.05094,124705.4599,145036.686,150022.0852
CHMP5,9446.444048,18159.11182,11852.1653,14023.30473,12690.34461,9993.664695
CHMP6,17715.08839,18669.56256,20951.32048,88370.39214,140146.0257,156148.9805
CHORDC1,35550.02039,13337.30616,14708.91839,95469.99898,75311.8581,85794.5377
CHP1,2903.888269,11050.73309,5584.333795,7993.11286,5600.923275,11549.30226
CHPF,2991.52865,3398.847081,2451.170509,18142.93306,11618.12367,13853.84181
CHPF2,1143.309553,2007.038603,11177.62159,2783.176263,20562.92425,17188.12075
CHRAC1,39255.14957,3349.567287,5258.483973,3791.440255,1086.685896,13195.45309
CHTOP,6121.3188,7609.504772,10638.82975,433.7590577,6661.390142,37667.22843
CHUK,11431.02942,14895.48397,10796.96188,31591.4999,5459.581875,16088.88828
CIAO1,19749.56039,22514.48906,18587.59625,63017.18661,46406.17212,74200.98057
CIAO2B,9631.752827,7623.729216,7567.456614,4591.568424,8737.10998,9582.378733
CIAPIN1,70594.548,53887.05498,69702.36071,50731.67165,50585.40008,61274.6445
CIP2A,33031.26575,62947.81811,31050.18531,75403.89239,82445.9093,113605.768
CIRBP,109327.4278,105851.9353,109870.3519,73470.91421,9205.356572,29089.84598
CISD2,34921.25611,31702.47349,37780.3492,80932.90326,72795.93129,93493.12265
CKAP4,790553.2211,632348.2889,833991.3547,3120064.394,2344593.168,2582964.652
CKAP5,110023.8613,95327.94587,101200.5726,232956.6302,184344.9449,191549.8731
CKB,479682.569,176212.3732,412099.8877,54502.30857,88183.37449,47120.98565
CLASP1,28103.98819,25023.61796,34379.29413,59242.38224,65380.78329,87579.732
CLASP2,11105.40842,5827.103227,2525.464036,27197.6566,14509.21521,26219.92022
CLCC1,5514.112218,17830.69608,5076.88666,10628.48594,20435.33146,19576.27024
CLIC1,1620788.391,1328527.477,1799393.646,2549581.809,2319543.741,2115488.635
